link,color,status,name,resolution,screensize,screentech,cpu,rom,ram,gpu,size,rear_cam,front_cam,sim,tech,wifi,bluetooth,weigth,os,port,price
https://www.hanoicomputer.vn//apple-macbook-pro-13-touchbar-mxk72,Bạc (Silver),,Macbook Pro 13 Touchbar 2020,,,13.3 inch (2560x1600) IPS Led Backlit True Tone,"Intel Core i5 (1.4Ghz, 6MB cache)",8GB LPDDR3,,Intel Iris Plus Graphics, ,,720p HD,,TouchID,Wifi 802.11ac - Bluetooth 5.0,,1.4 kg,Mac OS,"USB Type C, 2* Thunder Bolt 3",37.689.000
https://www.hanoicomputer.vn//apple-macbook-air-13-mgn73sa-a-xam-new,Xám (Space Grey),,Apple Macbook Air 13 (MGN73SA/A) (Apple M1/8GB RAM/512GB SSD/13.3 inch IPS/Mac OS/Xám) (NEW),,,Retina 13.3 inch (2560x1600) IPS Led Backlit True Tone,Apple M1 chip with 8-core CPU and 8-core GPU,8GB,,Apple GPU 8 core, ,,720p HD,,Backlit Magic Keyboard; TouchID,Wifi 802.11ac - Bluetooth 5.0,,1.29 kg,Mac OS,"USB 3.1 Gen2, 2* Thunder Bolt 3",31.589.000
https://www.hanoicomputer.vn//apple-macbook-pro-16-touch-bar-mvvj2sa-a-i7-2-6ghz-16gb-ram-512gb-ssd-16-0-radeon-5300m-4g-16-0-mac-os-xam-2019,Xám (Space Grey) – vỏ nhôm khối,,Macbook Pro 16 Touch Bar 2019,,,"16.0"" (3072 x 1920)","Intel Core i7 (2.6Ghz, 12MB cache)",16GB  DDR4,,AMD Radeon Pro 5300M 4GB DDR6,35.79 x 24.59 x 1.62 cm,,720p HD,,TouchID,Wifi 802.11ac - Bluetooth 5.0,,2.0 kg,Mac OS,4x USB 3.1 Gen 2 tích hợp Thunder Bolt 3,58.989.000
https://www.hanoicomputer.vn//apple-macbook-air-13-mgn63sa-a-xam-new,Xám (Space Grey),,Apple Macbook Air 13 (MGN63SA/A) (Apple M1/8GB RAM/256GB SSD/13.3 inch IPS/Mac OS/Xám) (NEW),,,Retina 13.3 inch (2560x1600) IPS Led Backlit True Tone,Apple M1 chip with 8-core CPU and 7-core GPU,8GB,,Apple GPU 7 core, ,,720p HD,,Backlit Magic Keyboard; TouchID,Wifi 802.11ac - Bluetooth 5.0,,1.29 kg,Mac OS,"USB 3.1 Gen2, 2* Thunder Bolt 3",25.789.000
https://www.hanoicomputer.vn//apple-macbook-pro-13-touchbar-z11fsa-a-bac,Bạc (Silver),,Apple Macbook Pro 13 Touchbar (Z11F) (Apple M1/16GB RAM/512GB SSD/13.3 inch IPS/Mac OS/Bạc),,,Retina 13.3 inch (2560x1600) IPS Led Backlit True Tone,"Apple M1 chip with 8-core CPU and 8-core GPU, 16-core Neural Engine",16GB,,Apple GPU with 8-core, ,,720p HD,,Backlit Magic Keyboard; TouchID,Wifi 802.11ac - Bluetooth 5.0,,1.4 kg,Mac OS,"USB 3.1 Gen2, 2* Thunder Bolt 3",43.989.000
https://www.hanoicomputer.vn//apple-macbook-air-13-z127sa-a-bac-new,Bạc (Silver),,Apple Macbook Air 13 (Z127000DE) (Apple M1/16GB RAM/256GB SSD/13.3 inch IPS/Mac OS/Bạc),,,Retina 13.3 inch (2560x1600) IPS Led Backlit True Tone,"Apple M1 chip with 8-core CPU and 7-core GPU, 16-core Neural Engine",16GB,,Apple GPU with 7 core, ,,720p HD,,Backlit Magic Keyboard; TouchID,Wifi 802.11ac - Bluetooth 5.0,,1.29 kg,Mac OS,"USB 3.1 Gen2, 2* Thunder Bolt 3",31.189.000
https://www.hanoicomputer.vn//apple-macbook-air-13-z12asa-a-vang-new,Vàng (Gold),,Apple Macbook Air 13 (Z12A0004Z) (Apple M1/16GB RAM/256GB SSD/13.3 inch IPS/Mac OS/Vàng),,,Retina 13.3 inch (2560x1600) IPS Led Backlit True Tone,"Apple M1 chip with 8-core CPU and 7-core GPU, 16-core Neural Engine",16GB,,Apple GPU with 7 core, ,,720p HD,,Backlit Magic Keyboard; TouchID,Wifi 802.11ac - Bluetooth 5.0,,1.29 kg,Mac OS,"USB 3.1 Gen2, 2* Thunder Bolt 3",31.189.000
https://mac24h.vn/macbook-pro-16-inch-2.6ghz-6-core-512gb-ssd-radeon-pro-5300m.html,,,"Macbook Pro 16 inch 2.6GHz 6-Core I7 512GB SSD Radeon Pro 5300M ( MVVJ2 , MVVL2 )",,,,2.6GHz 6-core 9th-generation Intel Core i7 processor,,16GB 2666MHz DDR4 memory,,,,,,,,,,,,53.900.000
https://mac24h.vn/macbook-pro-16-inch-2.3ghz-8-core-32gb-1tb-ssd-radeon-pro-5500m-8gb.html,,,Macbook Pro 16 inch 2.3GHz 8-Core I9  32GB  1TB SSD Radeon Pro 5500M 8GB,,,,"2.3GHz 8‑core 9th‑generation Intel Core i9 processor, Turbo Boost up to 4.8GHz",,AMD Radeon Pro 5500M with 8GB of GDDR6 memory,,,,,,,,,,,,84.500.000
https://mac24h.vn/macbook-pro-13-inch-2020-quad-core-i7-2.3ghz-32gb-1000gb.html,,,Macbook Pro 13 inch 2020,,,,Intel Iris Plus Graphics,,32GB 3733MHz LPDDR4X memory,,,,,,,,,,,,50.900.000
https://mac24h.vn/macbook-pro-13-inch-2020-quad-core-i7-2.3ghz-16gb-1000gb.html,,,Macbook Pro 13 inch 2020,,,,Intel Iris Plus Graphics,,16GB 3733MHz LPDDR4X memory,,,,,,,,,,,,58.500.000
https://mac24h.vn/macbook-pro-16-inch-2.3ghz-8-core-1tb-ssd-radeon-pro-5500m.html,,,"Macbook Pro 16 inch 2.3GHz 8-Core I9 1TB SSD Radeon Pro 5500M ( MVVK2 , MVVM2 )",,,,2.3GHz 8-core 9th-generation Intel Core i9 processor,,16GB 2666MHz DDR4 memory,,,,,,,,,,,,56.500.000
https://mac24h.vn/macbook-air-2020-13-inch-core-i3-8gb-256gb.html,,,Macbook Air 2020,,,,"Intel Iris Plus Graphics , Retina display with True Tone",,8GB 3733MHz LPDDR4X memory,,,,,,,,,,,,23.500.000
https://mac24h.vn/macbook-pro-13-inch-2020-quad-core-i5-2.0ghz-32gb-1000gb-mwp82-mwp52.html,,,Macbook Pro 13 inch 2020 Quad Core I7 2.3Ghz 32GB 2000,,,,Intel Iris Plus Graphics,,32GB 3733MHz LPDDR4X memory,,,,,,,,,,,,59.900.000
https://mac24h.vn/macbook-pro-13-inch-2020-quad-core-i5-1.4ghz-8gb-256gb-mxk32-mxk62-used.html,,,Macbook Pro 13 inch 2020,,,,Intel Iris Plus Graphics 645,,8GB 2133MHz LPDDR3 memory,,,,,,,,,,,,23.900.000
https://mac24h.vn/macbook-pro-13-inch-2020-quad-core-i5-2.0ghz-16gb-512gb.html,,,Macbook Pro 13 inch 2020,,,,Intel Iris Plus Graphics,,16GB 3733MHz LPDDR4X memory,,,,,,,,,,,,41.500.000
https://mac24h.vn/macbook-pro-13-inch-2020-quad-core-i5-1.4ghz-8gb-256gb-mxk32-mxk62-openbox.html,,,Macbook Pro 13 inch 2020,,,,Intel Iris Plus Graphics 645,,8GB 2133MHz LPDDR3 memory,,,,,,,,,,,,25.700.000
https://mac24h.vn/macbook-pro-13-inch-2020-quad-core-i5-2.0ghz-16gb-1000gb.html,,,Macbook Pro 13 inch 2020,,,,Intel Iris Plus Graphics,,16GB 3733MHz LPDDR4X memory,,,,,,,,,,,,45.500.000
https://mac24h.vn/macbook-pro-13-inch-2020-quad-core-i5-1.4ghz-8gb-256gb.html,,,Macbook Pro 13 inch 2020,,,,Intel Iris Plus Graphics 645,,8GB 2133MHz LPDDR3 memory,,,,,,,,,,,,29.500.000
https://mac24h.vn/macbook-air-13-inch-2020-apple-m1-8-core-cpu-8gb-256gb-ssd-mgn63-mgn93-mgnd3.html,,,Macbook Air M1 13 inch 2020,,,,"Apple M1 chip with 8‑core CPU, 7‑core GPU, and 16‑core Neural Engine",,8GB unified memory || (,,,,,,,,,,,,24.390.000
https://mac24h.vn/macbook-air-13-inch-2020-apple-m1-8-core-cpu-8gb-512gb-ssd-mgn73-mgna3-mgne3.html,,,Macbook Air M1 13 inch 2020,,,,"Apple M1 chip with 8‑core CPU, ‑core GPU, and 16‑core Neural Engine",,8GB unified memory,,,,,,,,,,,,29.900.000
https://mac24h.vn/macbook-pro-13-inch-2019-mv972-core-i7-2.8ghz-16gb-1000gb-ssd-new-100.html,,,Macbook Pro 13 inch 2019,,,,Intel Iris Plus Graphics 655,,16GB 2133MHz LPDDR3 memory,,,,,,,,,,,,44.900.000
https://mac24h.vn/macbook-air-mqd32-13.3-inch-2017-core-i5-ram-8gb-ssd-128gb.html,,,"Macbook Air MQD32 13.3 inch, 2017 Realse Date 2020",,,,- VGA: Intel HD Graphics 6000 (Tích hợp),,- Bộ nhớ RAM: 8GB of 1600 MHz LPDDR3 ,,,,,,,,,,,,17.790.000
https://mac24h.vn/macbook-air-2020-13-inch-gray-core-i7-1.2ghz-16gb-2tb-ssd-cto-new-99.html,,,Macbook Air 2020,,,,Intel Iris Plus Graphics & Retina display with True Tone,, 3733MHz LPDDR4X memory,,,,,,,,,,,,31.500.000
https://mac24h.vn/macbook-pro-13-inch-2019-512gb-ssd-gray-sliver.html,,,Macbook Pro 13 inch 2019,,,,Intel Iris Plus Graphics 655,,8GB 2133MHz LPDDR3 memory,,,,,,,,,,,,32.900.000
https://mac24h.vn/ctomacbook-air-m1-13-inch-2020-apple-m1-8-core-cpu-16gb-512gb.html,,,Macbook Air M1 13 inch 2020,,,,"Apple M1 chip with 8‑core CPU, 7‑core GPU, and 16‑core Neural Engine",,16GB unified memory,,,,,,,,,,,,35.700.000
https://mac24h.vn/macbook-pro-13-inch-2020-apple-m1-8-core-cpu-8gb-256gb-ssd.html,,,Macbook Pro M1 13 inch 2020,,,,"Apple M1 chip with 8-core CPU, 8-core GPU, and 16-core Neural Engine",,8GB unified memory ,,,,,,,,,,,,29.700.000
https://mac24h.vn/macbook-air-2020-13-inch-core-i5-8gb-512gb.html,,,Macbook Air 2020,,,,Intel Iris Plus Graphics & Retina display with True Tone,,8GB 3733MHz LPDDR4X memory,,,,,,,,,,,,27.700.000
https://mac24h.vn/cto-macbook-pro-13-inch-2020-apple-m1-8-core-cpu-16gb-2tb-ssd-en.html,,,Macbook Air M1 13 inch 2020,,,,"Apple M1 chip with 8‑core CPU, 7‑core GPU, and 16‑core Neural Engine",,16GB unified memory,,,,,,,,,,,,42.700.000
https://mac24h.vn/ctomacbook-air-13-inch-2020-apple-m1-8-core-cpu-16gb-256gb-ssd.html,,,Macbook Air M1 13 inch 2020,,,,"Apple M1 chip with 8‑core CPU, 7‑core GPU, and 16‑core Neural Engine",,16GB unified memory,,,,,,,,,,,,29.770.000
https://mac24h.vn/ctomacbook-air-2020-13-inch-core-i5-16gb-256gb.html,,,Macbook Air 2020,,,,Intel Iris Plus Graphics & Retina display with True Tone,,16GB 3733MHz LPDDR4X memory,,,,,,,,,,,,24.500.000
https://mac24h.vn/macbook-air-2020-13-inch-core-i5-8gb-256gb.html,,,Macbook Air 2020,,,,Intel Iris Plus Graphics & Retina display with True Tone,,8GB 3733MHz LPDDR4X memory,,,,,,,,,,,,22.350.000
https://mac24h.vn/cto-macbook-pro-13-inch-2020-apple-m1-8-core-cpu-16gb-512gb-ssd-like-new.html,,,Macbook Pro 13 inch 2020,,,,"Apple M1 chip with 8-core CPU, 8-core GPU, and 16-core Neural Engine",,16GB unified memory,,,,,,,,,,,,39.900.000
https://mac24h.vn/macbook-pro-13-inch-2020-apple-m1-8-core-cpu-16gb-256gb-ssd.html,,,Macbook Pro M1 13 inch 2020,,,,"Apple M1 chip with 8-core CPU, 8-core GPU, and 16-core Neural Engine",,16GB unified memory,,,,,,,,,,,,36.900.000
https://mac24h.vn/cto-macbook-pro-13-inch-2020-apple-m1-8-core-cpu-16gb-2tb-ssd.html,,,Macbook Pro 13 inch 2020,,,,"Apple M1 chip with 8-core CPU, 8-core GPU, and 16-core Neural Engine",,16GB unified memory,,,,,,,,,,,,62.000.000
https://mac24h.vn/cto-macbook-pro-13-inch-2020-apple-m1-8-core-cpu-16gb-512gb-ssd.html,,,Macbook Pro 13 inch 2020,,,,"Apple M1 chip with 8-core CPU, 8-core GPU, and 16-core Neural Engine",,16GB unified memory,,,,,,,,,,,,42.500.000
https://mac24h.vn/macbook-air-2020-13-inch-core-i7-16gb-256gb-bn-option.html,,,Macbook Air 2020,,,,Intel Iris Plus Graphics & Retina display with True Tone,,16GB 3733MHz LPDDR4X memory,,,,,,,,,,,,27.900.000
https://mac24h.vn/new-99-macbook-pro-16-inch-2.3ghz-8-core-i9-1tb-ssd-radeon-pro-5500m-mvvk2-mvvm2.html,,,"【New 99%】 Macbook Pro 16 inch 2.3GHz 8-Core I9 1TB SSD Radeon Pro 5500M ( MVVK2 , MVVM2 )",,,,2.3GHz 8-core 9th-generation Intel Core i9 processor,,16GB 2666MHz DDR4 memory,,,,,,,,,,,,48.900.000
https://mac24h.vn/mr962-macbook-pro-15-inch-2018-silver-6-core-i7-32gb-512gb-amd-pro-555x-4gb-new-99.html,,,Macbook Pro 15 inch 2018,,,,,,,,,,,,,,,,,,38.900.000
https://mac24h.vn/cto-macbook-pro-13-inch-2020-apple-m1-8-core-cpu-16gb-1tb-ssd.html,,,Macbook Pro 13 inch 2020,,,,"Apple M1 chip with 8-core CPU, 8-core GPU, and 16-core Neural Engine",,16GB unified memory,,,,,,,,,,,,47.500.000
https://mac24h.vn/openbox-macbook-pro-13-inch-2020-quad-core-i5-2.0ghz-16gb-1000gb-mwp82-mwp52.html,,,Macbook Pro 13 inch 2020,,,,Intel Iris Plus Graphics,,16GB 3733MHz LPDDR4X memory,,,,,,,,,,,,36.700.000
https://mac24h.vn/mr962-macbook-pro-15-inch-2018-256gb-sliver-99.html,,,Macbook Pro 15 inch 2018,,,,,,,,,,,,,,,,,,35.990.000
https://mac24h.vn/mr942-macbook-pro-15-inch-2018-6-core-i7-32gb-512gb-ssd-new-99.html,,,Macbook Pro 15 inch 2018,,,,,,,,,,,,,,,,,,38.700.000
https://mac24h.vn/openboxmacbook-air-m1-13-inch-2020-gray-apple-m1-8-core-cpu-8gb-512gb-ssd.html,,,Macbook Air M1 13 inch 2020,,,,"Apple M1 chip with 8‑core CPU, ‑core GPU, and 16‑core Neural Engine",,8GB unified memory,,,,,,,,,,,,25.990.000
https://mac24h.vn/mr972-macbook-pro-15-inch-2018-6-core-i7-16gb-512gb-ssd-amd-pro-560x-4gb-new-99.html,,,Macbook Pro 15 inch 2018,,,,,,,,,,,,,,,,,,38.500.000
https://mac24h.vn/openboxmacbook-pro-m1-13-inch-2020-apple-m1-8-core-cpu-8gb-256gb-ssd-myd82-myda2.html,,,Macbook Pro M1 13 inch 2020,,,,"Apple M1 chip with 8-core CPU, 8-core GPU, and 16-core Neural Engine",,8GB unified memory,,,,,,,,,,,,26.990.000
https://mac24h.vn/macbook-pro-retina-2015-mjlq2-15inch-99.html,,,Macbook Pro Retina 15'' -2015,,,,"
	- Graphics: Integrated Intel Iris Graphics",,"
	- RAM: 16 GB 1600MHz DDR3L",,,,,,,,,,,,17.700.000
https://mac24h.vn/macbook-pro-16-inch-2.6ghz-6-core-i7-512gb-ssd-radeon-pro-5300m-mvvj2-mvvl2-openbox.html,,,"【OpenBox】Macbook Pro 16 inch 2.6GHz 6-Core I7 512GB SSD Radeon Pro 5300M ( MVVJ2 , MVVL2 )",,,,2.6GHz 6-core 9th-generation Intel Core i7 processor,,16GB 2666MHz DDR4 memory,,,,,,,,,,,,46.500.000
https://mac24h.vn/mr942-macbook-pro-15-inch-2018-6-core-i7-16gb-512gb-ssd-new-99.html,,,Macbook Pro 15 inch 2018,,,,,,,,,,,,,,,,,,36.800.000
https://mac24h.vn/openboxmacbook-air-m1-13-inch-2020-apple-m1-8-core-cpu-8gb-256gb-ssd-mgn63-mgn93-mgnd3.html,,,Macbook Air M1 13 inch 2020,,,,"Apple M1 chip with 8‑core CPU, 7‑core GPU, and 16‑core Neural Engine",,8GB unified memory,,,,,,,,,,,,23.200.000
https://mac24h.vn/macbook-pro-13-inch-2020-apple-m1-8-core-cpu-8gb-512gb-ssd-myd92-mydc2.html,,,Macbook Pro M1 13 inch 2020,,,,"Apple M1 chip with 8-core CPU, 8-core GPU, and 16-core Neural Engine",,8GB unified memory,,,,,,,,,,,,35.900.000
https://mac24h.vn/sale-new-99-macbook-pro-16-inch-2.4ghz-8-core-i9-64gb-512gb-ssd-radeon-pro-5500m-8gb.html,,,【Sale New 99%】  Macbook Pro 16 inch 2.4GHz 8-Core I9 64GB  512GB SSD Radeon Pro 5500M 8GB,,,,"2.4GHz 8‑core 9th‑generation Intel Core i9 processor, Turbo Boost up to 4.8GHz",,AMD Radeon Pro 5500M with 8GB of GDDR6 memory,,,,,,,,,,,,72.900.000
https://mac24h.vn/new-99-macbook-pro-13-inch-2020-apple-m1-8-core-cpu-16gb-512gb-ssd.html,,,Macbook Pro 13 inch 2020,,,,"Apple M1 chip with 8-core CPU, 8-core GPU, and 16-core Neural Engine",,16GB unified memory,,,,,,,,,,,,38.900.000
https://mac24h.vn/openboxmacbook-air-2020-13-inch-core-i3-8gb-256gb-mwtj2-mwtl2-mwtk2.html,,,Macbook Air 2020,,,,"Intel Iris Plus Graphics , Retina display with True Tone",,8GB 3733MHz LPDDR4X memory,,,,,,,,,,,,19.900.000
https://mac24h.vn/openbox-macbook-pro-13-inch-2020-quad-core-i5-2.0ghz-16gb-512gb-mwp42-mwp72.html,,,Macbook Pro 13 inch 2020,,,,Intel Iris Plus Graphics,,16GB 3733MHz LPDDR4X memory,,,,,,,,,,,,34.500.000
https://mac24h.vn/macbook-pro-m1-13-inch-2020-apple-m1-8-core-cpu-8gb-512gb-ssd-myd92-mydc2-openbox.html,,,Macbook Pro M1 13 inch 2020,,,,"Apple M1 chip with 8-core CPU, 8-core GPU, and 16-core Neural Engine",,8GB unified memory,,,,,,,,,,,,31.900.000
https://mac24h.vn/2nd-macbook-pro-13-inch-2020-quad-core-i5-2.0ghz-16gb-512gb-mwp42-mwp72.html,,,Macbook Pro 13 inch 2020,,,,Intel Iris Plus Graphics,,16GB 3733MHz LPDDR4X memory,,,,,,,,,,,,31.800.000
https://mac24h.vn/new-99-fullbox-macbook-air-2020-13-inch-core-i5-8gb-512gb-mvh52-gold.html,,,Macbook Air 2020,,,,Intel Iris Plus Graphics & Retina display with True Tone,,8GB 3733MHz LPDDR4X memory,,,,,,,,,,,,23.500.000
https://macone.vn/macbook-air-2020-13-inch-core-i5-512gb-8gb-ram-likenew/,,,MacBook Air 2020,,,"13.3 inch, Retina (2560 x 1600 pixels)",,,,Intel Iris Plus Graphics,,,,,,,,,,Two Thunderbolt 3 (USB-C),23.900.000 
https://macone.vn/macbook-pro-13-inch-2020-mwp82-mwp52-four-thunderbolt-core-i5-2-0ghz-1tb-16gb-ram-new/,,,MacBook Pro 2020,,,"13.3 inch, Retina (2560 x 1600 pixels)",,,,Intel Iris Plus Graphics,,,,,,,,,,Four Thunderbolt 3 ports,44.790.000 
https://macone.vn/macbook-pro-2020-13-inch-mwp42-mwp72-core-i5-2-0ghz-512gb-16gb-likenew/,,,MacBook Pro 2020,,,"13.3 inch, Retina (2560 x 1600 pixels)",,,,Intel Iris Plus Graphics,,,,,,,,,,Four Thunderbolt 3 ports,34.200.000 
https://macone.vn/macbook-pro-13-inch-2020-mwp42-mwp72-four-thunderbolt-core-i5-2-0ghz-512gb-16gb-ram-new/,,,MacBook Pro 2020,,,"13.3 inch, Retina (2560 x 1600 pixels)",,,,Intel Iris Plus Graphics,,,,,,,,,,Four Thunderbolt 3 ports,44.490.000 
https://macone.vn/macbook-pro-2020-13-inch-mxk52-mxk72-core-i5-1-4ghz-8gb-ram-512gb-ssd-likenew/,,,MacBook Pro 2020,,,"13.3 inch, Retina (2560 x 1600 pixels)",,,,Intel Iris Plus Graphics 645,,,,,,,,,,Two Thunderbolt 3 ports,28.300.000 
https://macone.vn/macbook-pro-13-inch-2020-mxk32-mxk62-two-thunderbolt-core-i5-1-4ghz-256gb-8gb-ram-new/,,,MacBook Pro 2020,,,"13.3 inch, Retina (2560 x 1600 pixels)",,,,Intel Iris Plus Graphics 645,,,,,,,,,,Two Thunderbolt 3 ports,29.690.000 
https://macone.vn/macbook-air-2020-13-inch-core-i3-256gb-8gb-ram-like-new/,,,MacBook Air 2020,,,"13.3 inch, Retina (2560 x 1600 pixels)",,,,Intel Iris Plus Graphics,,,,,,,,,,Two Thunderbolt 3 (USB-C),20.500.000 
https://macone.vn/macbook-pro-2020-13-inch-mxk32-mxk62-core-i5-1-4ghz-256gb-8gb-ram-likenew/,,,MacBook Pro 2020,,,"13.3 inch, Retina (2560 x 1600 pixels)",,,,Intel Iris Plus Graphics 645,,,,,,,,,,Two Thunderbolt 3 ports,26.300.000 
https://macone.vn/macbook-air-2020-13-inch-apple-m1-8gb-ram-512gb-ssd-likenew/,,,MacBook Air 2020,,,Retina display with True Tone,,,,8-core GPU,,,,,,,,,,Two Thunderbolt 3 ports,26.900.000 
https://macone.vn/macbook-air-2020-13-inch-apple-m1-16gb-ram-256gb-ssd-new/,,,MacBook Air 2020,,,Retina display with True Tone,,,,7-core GPU,,,,,,,,,,Two Thunderbolt 3 ports,30.590.000 
https://macone.vn/macbook-air-2020-13-inch-apple-m1-8gb-ram-256gb-ssd-new/,,,MacBook Air 2020,,,Retina display with True Tone,,,,7-core GPU,,,,,,,,,,Two Thunderbolt 3 ports,25.490.000 
https://macone.vn/macbook-air-2020-13-inch-apple-m1-8gb-ram-512gb-ssd-new/,,,MacBook Air 2020,,,Retina display with True Tone,,,,8-core GPU,,,,,,,,,,Two Thunderbolt 3 ports,30.390.000 
https://macone.vn/macbook-pro-2020-13-inch-myd92-mydc2-apple-m1-8gb-ram-512gb-ssd-like-new/,,,MacBook Pro 2020,,,13-inch Retina display with True Tone,,,,8-core GPU,,,,,,,,,,Two Thunderbolt 3 ports,31.300.000 
https://macone.vn/macbook-pro-2020-13-inch-myd82-myda2-apple-m1-8gb-ram-256gb-ssd-like-new/,,,MacBook Pro 2020,,,13-inch Retina display with True Tone,,,,8-core GPU,,,,,,,,,,Two Thunderbolt 3 ports,28.200.000 
https://macone.vn/macbook-pro-2020-13-inch-apple-m1-16gb-ram-256gb-ssd-new/,,,MacBook Pro 2020,,,13-inch Retina display with True Tone,,,,8-core GPU,,,,,,,,,,Two Thunderbolt 3 ports,37.890.000 
https://macone.vn/macbook-pro-2020-13-inch-myd92-mydc2-apple-m1-8gb-ram-512gb-ssd-new/,,,MacBook Pro 2020,,,13-inch Retina display with True Tone,,,,8-core GPU,,,,,,,,,,Two Thunderbolt 3 ports,35.790.000 
https://macone.vn/macbook-air-13-inch-2020-core-i5-512gb-8gb-ram-new/,,,MacBook Air 2020,,,"13.3 inch, Retina (2560 x 1600 pixels)",,,,Intel Iris Plus Graphics,,,,,,,,,,Two Thunderbolt 3 (USB-C),28.390.000 
https://macone.vn/macbook-air-2020-13-inch-core-i7-256gb-16gb-ram-likenew/,,,MacBook Air 2020,,,"13.3 inch, Retina (2560 x 1600 pixels)",,,,Intel Iris Plus Graphics,,,,,,,,,,Two Thunderbolt 3 (USB-C),25.500.000 
https://macone.vn/macbook-pro-2020-13-inch-myd82-myda2-apple-m1-8gb-ram-256gb-ssd-new/,,,MacBook Pro 2020,,,13-inch Retina display with True Tone,,,,8-core GPU,,,,,,,,,,Two Thunderbolt 3 ports,30.990.000 
https://macone.vn/macbook-pro-16-inch-2019-mvvk2-mvvm2-core-i9-16gb-1tb-new/,,,MacBook Pro 2019,,,16-inch 3072x1920 Retina display with True Tone,,,,AMD Radeon Pro 5500M with 4GB of GDDR6 memory,,,,,,,,,,Four Thunderbolt 3 ports,65.490.000 
https://macone.vn/macbook-pro-touch-bar-13-inch-2018-mr9r2-mr9v2-core-i5-512gb-8gb-like-new/,,,MacBook Pro 2018,,,"13.3 inch, Retina (2560 x 1600 pixels)",,,,Intel Iris Plus Graphics 655,,,,,,,,,,4 cổng Thunderbolt 3 ports,26.800.000 
https://macone.vn/macbook-pro-touch-bar-15-inch-2018-mr932-mr962-core-i7-16gb-256gb-like-new/,,,MacBook Pro 2018,,,"15.4 inch, Retina ( 2880 x 1800 pixels)",,,,Radeon Pro 555X with 4GB of GDDR5 memory,,,,,,,,,,4 cổng Thunderbolt 3 ports,36.800.000 
https://macone.vn/macbook-pro-2019-16-inch-mvvk2-mvvm2-core-i9-16gb-1tb-like-new/,,,MacBook Pro 2019,,,16-inch 3072x1920 Retina display with True Tone,,,,AMD Radeon Pro 5500M with 4GB of GDDR6 memory,,,,,,,,,,Four Thunderbolt 3 ports,50.800.000 
https://macone.vn/macbook-pro-touch-bar-13-inch-2018-mr9q2-mr9u2-core-i5-256gb-8gb-like-new/,,,MacBook Pro 2018,,,"13.3 inch, Retina (2560 x 1600 pixels)",,,,Intel Iris Plus Graphics 655,,,,,,,,,,4 cổng Thunderbolt 3 ports,25.000.000 
https://macone.vn/macbook-pro-16-inch-2019-mvvj2-mvvl2-core-i7-16gb-512gb-new/,,,MacBook Pro 2019,,,16-inch 3072x1920 Retina display with True Tone,,,,AMD Radeon Pro 5300M with 4GB of GDDR6 memory,,,,,,,,,,Four Thunderbolt 3 ports,55.990.000 
https://macone.vn/macbook-pro-16-inch-2019-mvvj2-mvvl2-core-i7-16gb-512gb-likenew/,,,MacBook Pro 2019,,,16-inch 3072x1920 Retina display with True Tone,,,,AMD Radeon Pro 5300M with 4GB of GDDR6 memory,,,,,,,,,,Four Thunderbolt 3 ports,45.900.000 
https://macone.vn/macbook-pro-touch-bar-15-inch-2019-mv912-mv932-core-i9-16gb-512gb-like-new/,,,MacBook Pro 2019,,,"15.4 inch, Retina ( 2880 x 1800 pixels)",,,,Radeon Pro 560X with 4GB of GDDR5 memory,,,,,,,,,,4 cổng Thunderbolt 3 ports,42.800.000 
https://macone.vn/macbook-air-13-inch-2019-core-i5-128gb-8gb-ram-likenew/,,,MacBook Air 2019,,,"13.3 inch, Retina (2560 x 1600 pixels)",,,,Intel UHD Graphics 617 graphics,,,,,,,,,,Two Thunderbolt 3 ports,19.500.000 
https://macone.vn/macbook-pro-touch-bar-15-inch-2019-mv902-mv922-core-i7-16gb-256gb-like-new/,,,MacBook Pro 2019,,,"15.4 inch, Retina ( 2880 x 1800 pixels)",,,,Radeon Pro 555X with 4GB of GDDR5 memory,,,,,,,,,,4 cổng Thunderbolt 3 ports,39.800.000 
https://macone.vn/macbook-air-13-inch-2019-core-i5-256gb-8gb-ram-likenew/,,,MacBook Air 2019,,,"13.3 inch, Retina (2560 x 1600 pixels)",,,,Intel UHD Graphics 617 graphics,,,,,,,,,,Two Thunderbolt 3 ports,20.500.000 
https://macone.vn/macbook-pro-touchbar-13-inch-2019-mv972-mv9a2-core-i5-2-4ghz-512gb-8gb-ram-like-new/,,,MacBook Pro 2019,,,"13.3 inch, Retina (2560 x 1600 pixels)",,,,Intel Iris Plus Graphics 655,,,,,,,,,,4 cổng Thunderbolt 3 ports,29.500.000 
https://macone.vn/macbook-pro-touchbar-13-inch-2019-mv962-mv992-core-i5-2-4ghz-256gb-8gb-like-new/,,,MacBook Pro 2019,,,"13.3 inch, Retina (2560 x 1600 pixels)",,,,Intel Iris Plus Graphics 655,,,,,,,,,,4 cổng Thunderbolt 3 ports,27.500.000 
https://macone.vn/macbook-pro-touchbar-13inch-2019-muhp2-muhr2-core-i5-256gb-8gb-like-new/,,,MacBook Pro 2019,,,"13.3 inch, Retina (2560 x 1600 pixels)",,,,Intel Iris Plus Graphics 645,,,,,,,,,,Two Thunderbolt 3 ports,25.800.000 
